基金代码,基金简称,期间涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,手续费
014351,华商卓越成长一年持有混合C,HSZYCZYNCYHHC,17.41,,0,2022-03-01,1,1,2022-11-08,1.1741,1.1741,2022-03-01,3,0.00%,,,,
015850,农银行业轮动混合C,NYHYLDHHC,17.360347,,0,2022-05-26,6.3622,6.3622,2022-11-08,7.4667,7.4667,2022-05-26,1,0.00%,,,,
001437,易方达瑞享混合I,YFDRXHHI,17.1829,,0,2021-11-09,2.712,2.712,2022-11-08,3.178,3.178,2015-06-26,1,0.06%,1,0.06%,1,0.60%
001438,易方达瑞享混合E,YFDRXHHE,16.9905,,0,2021-11-09,2.213,2.213,2022-11-08,2.589,2.589,2015-06-26,1,0.00%,,,,
010509,中银彭博政策性银行债券1-5年,ZYPBZCXYHZQ15N,16.8163,0.01,1,2021-11-09,1.0053,1.0078,2022-11-08,1.1629,1.1754,2021-03-11,4,0.05%,1,0.05%,1,0.50%
560080,汇添富中证中药ETF,HTFZZZYETF,16.79,,0,2022-09-26,1,1,2022-11-08,1.1679,1.1679,2022-09-26,,,,,,
014967,建信潜力新蓝筹股票C,JXQLXLCGPC,16.74892,,0,2022-01-25,3.2420,3.2420,2022-11-08,3.785,3.785,2022-01-25,1,0.00%,,,,
015208,信澳健康中国混合C,XAJKZGHHC,16.729147,,0,2022-03-03,2.1340,2.1340,2022-11-08,2.491,2.491,2022-03-03,1,0.00%,,,,
015068,华夏圆和混合C,HXYHHHC,16.517774,,0,2022-02-22,1.0746,1.0746,2022-11-08,1.2521,1.2521,2022-02-22,1,0.00%,,,,
014016,中信建投品质优选一年持有A,ZXJTPZYXYNCYA,16.19,,0,2022-03-28,1,1,2022-11-08,1.1619,1.1619,2022-03-28,3,0.15%,1,0.15%,1,1.50%
000390,华商优势行业混合,HSYSHYHH,15.9653,0.3,2,2021-11-09,1.288,3.158,2022-11-08,1.157,3.327,2013-12-11,1,0.15%,1,0.15%,1,1.50%
014017,中信建投品质优选一年持有C,ZXJTPZYXYNCYC,15.9,,0,2022-03-28,1,1,2022-11-08,1.159,1.159,2022-03-28,3,0.00%,,,,
015710,华夏高端装备龙头混合发起式A,HXGDZBLTHHFQSA,15.87,,0,2022-05-25,1,1,2022-11-08,1.1587,1.1587,2022-05-25,1,0.15%,1,0.15%,1,1.50%
015391,上银新能源产业精选混合发起A,SYXNYCYJXHHFQA,15.76,,0,2022-04-20,1,1,2022-11-08,1.1576,1.1576,2022-04-20,1,0.15%,1,0.15%,1,1.50%
015686,富国新兴产业股票C,FGXXCYGPC,15.672913,,0,2022-06-16,1.7610,1.7610,2022-11-08,2.037,2.037,2022-06-16,1,0.00%,,,,
015711,华夏高端装备龙头混合发起式C,HXGDZBLTHHFQSC,15.66,,0,2022-05-25,1,1,2022-11-08,1.1566,1.1566,2022-05-25,1,0.00%,,,,
015385,华商智能生活灵活配置混合C,HSZNSHLHPZHHC,15.639445,,0,2022-03-18,2.5960,2.5960,2022-11-08,3.002,3.002,2022-03-18,1,0.00%,,,,
015059,华夏产业升级混合C,HXCYSJHHC,15.506844,,0,2022-02-22,1.9069,1.9069,2022-11-08,2.2026,2.2026,2022-02-22,1,0.00%,,,,
015392,上银新能源产业精选混合发起C,SYXNYCYJXHHFQC,15.38,,0,2022-04-20,1,1,2022-11-08,1.1538,1.1538,2022-04-20,1,0.00%,,,,
000772,景顺长城中国回报灵活配置混合,JSCCZGHBLHPZHH,15.2425,,0,2021-11-09,1.732,1.732,2022-11-08,1.996,1.996,2014-11-06,1,0.15%,1,0.15%,1,1.50%
001917,招商量化精选股票A,ZSLHJXGPA,15.1474,,0,2021-11-09,1.8551,1.9251,2022-11-08,2.1361,2.2061,2016-03-15,1,0.15%,1,0.15%,1,1.50%
014948,融通新能源灵活配置混合C,RTXNYLHPZHHC,14.856429,,0,2022-03-25,2.4030,2.4030,2022-11-08,2.76,2.76,2022-03-25,1,0.00%,,,,
001965,圆信永丰兴源灵活配置混合A,YXYFXYLHPZHHA,14.8100,,0,2021-11-09,1.447,1.447,2022-11-08,1.6613,1.6613,2017-06-21,1,0.15%,1,0.15%,1,1.50%
014508,汇添富先进制造混合A,HTFXJZZHHA,14.81,,0,2022-03-02,1,1,2022-11-08,1.1481,1.1481,2022-03-02,1,0.15%,1,0.15%,1,1.50%
501059,西部利得国企红利指数增强A,XBLDGQHLZSZQA,14.8064,0.096,1,2021-11-09,1.7236,1.7236,2022-11-08,1.8889,1.9849,2018-07-11,1,0.12%,1,0.12%,1,1.20%
001966,圆信永丰兴源灵活配置混合C,YXYFXYLHPZHHC,14.7431,,0,2021-11-09,1.44,1.44,2022-11-08,1.6523,1.6523,2017-06-21,1,0.00%,,,,
008952,中信建投桂企债A,ZXJTGQZA,14.5754,0.08,2,2021-11-09,1.0168,1.0388,2022-11-08,1.085,1.187,2020-06-04,1,0.08%,1,0.08%,1,0.80%
501011,汇添富中证中药指数(LOF)A,HTFZZZYZSLOFA,14.5375,,0,2021-11-09,1.0497,1.0497,2022-11-08,1.2023,1.2023,2016-12-29,1,0.10%,1,0.10%,1,1.00%
